ticker,fiscalDateEnding,reportedEPS
ABT,2021-09-30,3.89
ABT,2020-12-31,3.65
ABT,2019-12-31,3.24
ABT,2018-12-31,2.88
ABT,2017-12-31,2.5
ABT,2016-12-31,2.2
ABT,2015-12-31,2.15
ABT,2014-12-31,2.28
ABT,2013-12-31,2.01
ABT,2012-12-31,5.07
ABT,2011-12-31,4.66
ABT,2010-12-31,4.17
ABT,2009-12-31,3.72
ABT,2008-12-31,3.32
ABT,2007-12-31,2.84
ABT,2006-12-31,2.52
ABT,2005-12-31,2.5
ABT,2004-12-31,2.31
ABT,2003-12-31,2.21
ABT,2002-12-31,2.06
ABT,2001-12-31,1.88
ABT,2000-12-31,1.78
ABT,1999-12-31,1.67
ABT,1998-12-31,1.51
ABT,1997-12-31,1.37
ABT,1996-12-31,1.21
DHR,2021-09-30,7.37
DHR,2020-12-31,6.29
DHR,2019-12-31,4.7
DHR,2018-12-31,4.52
DHR,2017-12-31,4.03
DHR,2016-12-31,4.25
DHR,2015-12-31,4.33
DHR,2014-12-31,3.73
DHR,2013-12-31,3.42
DHR,2012-12-31,3.18
DHR,2011-12-31,2.84
DHR,2010-12-31,2.31
DHR,2009-12-31,1.77
DHR,2008-12-31,2.13
DHR,2007-12-31,1.93
DHR,2006-12-31,1.63
DHR,2005-12-31,1.39
DHR,2004-12-31,1.16
DHR,2003-12-31,0.82
DHR,2002-12-31,0.7
DHR,2001-12-31,0.58
DHR,2000-12-31,0.55
DHR,1999-12-31,0.46
DHR,1998-12-31,0.39
DHR,1997-12-31,0.33
DHR,1996-12-31,0.27
COST,2021-09-30,12.69
COST,2020-09-30,9.79
COST,2019-09-30,5.63
COST,2018-09-30,4.73
COST,2017-09-30,3.93
COST,2016-09-30,5.42
COST,2015-09-30,5.24
COST,2014-09-30,3.6984
COST,2013-09-30,3.54
COST,2012-09-30,3.17
COST,2011-09-30,2.6
COST,2010-09-30,2.33
COST,2009-09-30,1.92
COST,2008-09-30,2.33
COST,2007-09-30,2.13
COST,2006-09-30,1.86
COST,2005-09-30,2.08
COST,2004-09-30,1.52
COST,2003-09-30,1.23
COST,2002-09-30,1.21
COST,2001-09-30,1.02
COST,2000-09-30,1.1
COST,1999-09-30,1.31
COST,1998-09-30,1.1327
COST,1997-09-30,0.66
COST,1996-09-30,0.47
PEP,2021-09-30,4.72
PEP,2020-12-31,5.52
PEP,2019-12-31,5.52
PEP,2018-12-31,5.65
PEP,2017-12-31,5.23
PEP,2016-12-31,3.49
PEP,2015-12-31,4.56
PEP,2014-12-31,4.63
PEP,2013-12-31,4.37
PEP,2012-12-31,4.1
PEP,2011-12-31,4.41
PEP,2010-12-31,4.13
PEP,2009-12-31,3.71
PEP,2008-12-31,3.67
PEP,2007-12-31,3.38
PEP,2006-12-31,3
PEP,2005-12-31,1.88
PEP,2004-12-31,1.65
PEP,2003-12-31,2.04
PEP,2002-12-31,1.94
PEP,2001-12-31,1.68
PEP,2000-12-31,1.45
PEP,1999-12-31,1.23
PEP,1998-12-31,1.18
PEP,1997-12-31,1.31
PEP,1996-12-31,1.15
CVX,2021-09-30,5.57
CVX,2020-12-31,-0.2009
CVX,2019-12-31,6.28
CVX,2018-12-31,8.07
CVX,2017-12-31,3.71
CVX,2016-12-31,0.94
CVX,2015-12-31,3.39
CVX,2014-12-31,10.14
CVX,2013-12-31,11.09
CVX,2012-12-31,12.57
CVX,2011-12-31,13.44
CVX,2010-12-31,9.37
CVX,2009-12-31,4.84
CVX,2008-12-31,11.36
CVX,2007-12-31,8.35
CVX,2006-12-31,7.93
CVX,2005-12-31,6.54
CVX,2004-12-31,5.6
CVX,2003-12-31,3.52
CVX,2002-12-31,2.11
CVX,2001-12-31,3.5
CVX,2000-12-31,4.19
CVX,1999-12-31,1.75
CVX,1998-12-31,1.51
CVX,1997-12-31,2.42
CVX,1996-12-31,2.04
VZ,2021-09-30,4.09
VZ,2020-12-31,4.9
VZ,2019-12-31,4.81
VZ,2018-12-31,4.71
VZ,2017-12-31,3.75
VZ,2016-12-31,3.8688
VZ,2015-12-31,3.99
VZ,2014-12-31,3.42
VZ,2013-12-31,2.84
VZ,2012-12-31,2.32
VZ,2011-12-31,2.16
VZ,2010-12-31,2.24
VZ,2009-12-31,2.4
VZ,2008-12-31,2.55
VZ,2007-12-31,2.37
VZ,2006-12-31,2.54
VZ,2005-12-31,2.56
VZ,2004-12-31,2.51
VZ,2003-12-31,2.62
VZ,2002-12-31,3.05
VZ,2001-12-31,3.01
VZ,2000-12-31,3.11
VZ,1999-12-31,2.99
VZ,1998-12-31,2.72
VZ,1997-12-31,2.43
VZ,1996-12-31,2.14
ABBV,2021-09-30,9.39
ABBV,2020-12-31,10.51
ABBV,2019-12-31,8.94
ABBV,2018-12-31,7.91
ABBV,2017-12-31,5.59
ABBV,2016-12-31,4.82
ABBV,2015-12-31,4.28
ABBV,2014-12-31,3.31
ABBV,2013-12-31,3.14
ABBV,2012-12-31,0.9761
INTC,2021-09-30,3.73
INTC,2020-12-31,4.94
INTC,2019-12-31,4.72
INTC,2018-12-31,4.48
INTC,2017-12-31,1.98
INTC,2016-12-31,2.11
INTC,2015-12-31,2.34
INTC,2014-12-31,2.33
INTC,2013-12-31,1.88
INTC,2012-12-31,2.13
INTC,2011-12-31,2.39
INTC,2010-12-31,2.05
INTC,2009-12-31,0.77
INTC,2008-12-31,0.92
INTC,2007-12-31,1.18
INTC,2006-12-31,0.86
INTC,2005-12-31,1.4
INTC,2004-12-31,1.16
INTC,2003-12-31,0.86
INTC,2002-12-31,0.51
INTC,2001-12-31,0.53
INTC,2000-12-31,1.65
INTC,1999-12-31,1.19
INTC,1998-12-31,0.89
INTC,1997-12-31,0.98
INTC,1996-12-31,0.74
WFC,2021-09-30,3.62
WFC,2020-12-31,1.624
WFC,2019-12-31,4.5
WFC,2018-12-31,4.44
WFC,2017-12-31,4.04
WFC,2016-12-31,4.06
WFC,2015-12-31,4.15
WFC,2014-12-31,4.1
WFC,2013-12-31,3.89
WFC,2012-12-31,3.37
WFC,2011-12-31,2.82
WFC,2010-12-31,2.21
WFC,2009-12-31,1.77
WFC,2008-12-31,0.83
WFC,2007-12-31,2.4166
WFC,2006-12-31,2.4936
WFC,2005-12-31,2.25
WFC,2004-12-31,2.05
WFC,2003-12-31,1.83
WFC,2002-12-31,1.66
WFC,2001-12-31,1.0035
WFC,2000-12-31,1.28
WFC,1999-12-31,1.12
WFC,1998-12-31,0.97
WFC,1997-12-31,0.88
WFC,1996-12-31,0.78
MCD,2021-09-30,7.05
MCD,2020-12-31,6.05
MCD,2019-12-31,7.85
MCD,2018-12-31,7.85
MCD,2017-12-31,6.67
MCD,2016-12-31,5.725
MCD,2015-12-31,4.95
MCD,2014-12-31,4.83
MCD,2013-12-31,5.56
MCD,2012-12-31,5.36
MCD,2011-12-31,5.28
MCD,2010-12-31,4.61
MCD,2009-12-31,3.98
MCD,2008-12-31,3.67
MCD,2007-12-31,2.89
MCD,2006-12-31,2.45
MCD,2005-12-31,2.04
MCD,2004-12-31,1.93
MCD,2003-12-31,1.44
MCD,2002-12-31,1.33
MCD,2001-12-31,1.39
MCD,2000-12-31,1.47
MCD,1999-12-31,1.41
MCD,1998-12-31,1.26
MCD,1997-12-31,1.18
MCD,1996-12-31,1.13
MS,2021-09-30,6.15
MS,2020-12-31,6.54
MS,2019-12-31,5.283
MS,2018-12-31,4.67
MS,2017-12-31,3.64
MS,2016-12-31,2.91
MS,2015-12-31,2.41
MS,2014-12-31,2.6997
MS,2013-12-31,2.06
MS,2012-12-31,1.78
MS,2011-12-31,1.12
MS,2010-12-31,2.31
MS,2009-12-31,-1.07
MS,2007-12-31,1.46
MS,2006-12-31,7.85
MS,2005-12-31,5.13
MS,2004-12-31,4.3
MS,2003-12-31,3.75
MS,2002-12-31,2.9
MS,2001-12-31,3.01
MS,2000-12-31,4.34
MS,1999-12-31,4.57
MS,1998-12-31,3.035
MS,1997-12-31,2.187
MS,1996-12-31,1.508
T,2021-09-30,2.62
T,2020-12-31,3.18
T,2019-12-31,3.58
T,2018-12-31,3.52
T,2017-12-31,3.05
T,2016-12-31,2.84
T,2015-12-31,2.69
T,2014-12-31,2.51
T,2013-12-31,2.5
T,2012-12-31,2.33
T,2011-12-31,2.2
T,2010-12-31,2.3
T,2009-12-31,2.12
T,2008-12-31,2.81
T,2007-12-31,2.77
T,2006-12-31,2.34
T,2005-12-31,1.72
T,2004-12-31,1.49
T,2003-12-31,1.55
T,2002-12-31,2.25
T,2001-12-31,2.35
T,2000-12-31,2.24
T,1999-12-31,2.33
T,1998-12-31,2.09
T,1997-12-31,1.85
T,1996-12-31,1.73
TXN,2021-09-30,6.1484
TXN,2020-12-31,6.2228
TXN,2019-12-31,5.2673
TXN,2018-12-31,5.7204
TXN,2017-12-31,4.4819
TXN,2016-12-31,3.4756
TXN,2015-12-31,2.8433
TXN,2014-12-31,2.56
TXN,2013-12-31,1.92
TXN,2012-12-31,1.64
TXN,2011-12-31,2.1
TXN,2010-12-31,2.49
TXN,2009-12-31,1.15
TXN,2008-12-31,1.57
TXN,2007-12-31,1.83
TXN,2006-12-31,1.7
TXN,2005-12-31,1.4
TXN,2004-12-31,1.06
TXN,2003-12-31,0.48
TXN,2002-12-31,0.22
TXN,2001-12-31,0.12
TXN,2000-12-31,1.23
TXN,1999-12-31,0.91
TXN,1998-12-31,0.45
TXN,1997-12-31,0.51
TXN,1996-12-31,0.25
INTU,2021-10-31,0
INTU,2021-07-31,9.66
INTU,2020-07-31,7.87
INTU,2019-07-31,6.75
INTU,2018-07-31,5.6
INTU,2017-07-31,4.42
INTU,2016-07-31,3.85
INTU,2015-07-31,2.64
INTU,2014-07-31,3.48
INTU,2013-07-31,3.2163
INTU,2012-07-31,2.95
INTU,2011-07-31,2.55
INTU,2010-07-31,2.12
INTU,2009-07-31,1.83
INTU,2008-07-31,1.61
INTU,2007-07-31,1.44
INTU,2006-07-31,1.23
INTU,2005-07-31,1.04
INTU,2004-07-31,0.84
INTU,2003-07-31,0.72
INTU,2002-07-31,0.59
INTU,2001-07-31,0.4
INTU,2000-07-31,0.32
INTU,1999-07-31,0.26
INTU,1998-07-31,0.16
INTU,1997-07-31,0.11
INTU,1996-07-31,0.13
LOW,2021-10-31,7.46
LOW,2021-01-31,8.83
LOW,2020-01-31,5.72
LOW,2019-01-31,5.1
LOW,2018-01-31,4.39
LOW,2017-01-31,3.98
LOW,2016-01-31,3.29
LOW,2015-01-31,2.67
LOW,LOW,2014-01-31,2.15
LOW,2013-01-31,1.75
LOW,2012-01-31,1.66
LOW,2011-01-31,1.44
LOW,2010-01-31,1.23
LOW,2009-01-31,1.49
LOW,2008-01-31,1.86
LOW,2007-01-31,1.99
LOW,2006-01-31,1.75
LOW,2005-01-31,1.38
LOW,2004-01-31,1.18
LOW,2003-01-31,0.94
LOW,2002-01-31,0.65
LOW,2001-01-31,0.48
LOW,2000-01-31,0.45
LOW,1999-01-31,0.35
LOW,1998-01-31,0.25
LOW,1997-01-31,0.21
LOW,1996-01-31,0.06
SCHW,2021-09-30,2.38
SCHW,2020-12-31,2.41
SCHW,2019-12-31,2.67
SCHW,2018-12-31,2.45
SCHW,2017-12-31,1.64
SCHW,2016-12-31,1.29
SCHW,2015-12-31,1.01
SCHW,2014-12-31,0.95
SCHW,2013-12-31,0.78
SCHW,2012-12-31,0.67
SCHW,2011-12-31,0.72
SCHW,2010-12-31,0.47
SCHW,2009-12-31,0.68
SCHW,2008-12-31,1.06
SCHW,2007-12-31,0.98
SCHW,2006-12-31,0.8
SCHW,2005-12-31,0.56
SCHW,2004-12-31,0.4
SCHW,2003-12-31,0.36
SCHW,2002-12-31,0.29
SCHW,2001-12-31,0.29
SCHW,2000-12-31,0.59
SCHW,1999-12-31,0.47
SCHW,1998-12-31,0.29
SCHW,1997-12-31,0.22
SCHW,1996-12-31,0.2
UNP,2021-09-30,7.3
UNP,2020-12-31,8.19
UNP,2019-12-31,8.39
UNP,2018-12-31,7.93
UNP,2017-12-31,5.8
UNP,2016-12-31,5.08
UNP,2015-12-31,5.49
UNP,2014-12-31,5.76
UNP,2013-12-31,4.71
UNP,2012-12-31,4.15
UNP,2011-12-31,3.38
UNP,2010-12-31,2.77
UNP,2009-12-31,1.8
UNP,2008-12-31,2.29
UNP,2007-12-31,1.73
UNP,2006-12-31,1.49
UNP,2005-12-31,0.86
UNP,2004-12-31,0.72
UNP,2003-12-31,1.01
UNP,2002-12-31,1.09
UNP,2001-12-31,0.95
UNP,2000-12-31,0.91
UNP,1999-12-31,0.81
UNP,1998-12-31,-0.06
UNP,1997-12-31,0.54
UNP,1996-12-31,0.91
HON,2021-09-30,5.96
HON,2020-12-31,7.1
HON,2019-12-31,8.16
HON,2018-12-31,8.01
HON,2017-12-31,7.11
HON,2016-12-31,6.53
HON,2015-12-31,6.05
HON,2014-12-31,5.56
HON,2013-12-31,4.97
HON,2012-12-31,4.5
HON,2011-12-31,4.05
HON,2010-12-31,2.61
HON,2009-12-31,2.85
HON,2008-12-31,3.75
HON,2007-12-31,3.16
HON,2006-12-31,2.53
HON,2005-12-31,2.13
HON,2004-12-31,1.68
HON,2003-12-31,1.56
HON,2002-12-31,2
HON,2001-12-31,2.05
HON,2000-12-31,2.84
HON,1999-12-31,2.76
HON,1998-12-31,2.34
HON,1997-12-31,2.06
HON,1996-12-31,1.8
TMUS,2021-09-30,3.1877
TMUS,2020-12-31,4.2165
TMUS,2019-12-31,4.03
TMUS,2018-12-31,3.38
TMUS,2017-12-31,2.2
TMUS,2016-12-31,1.0577
TMUS,2015-12-31,0.82
TMUS,2014-12-31,0.3
TMUS,2013-12-31,0.18
TMUS,2012-12-31,1.88
TMUS,2011-12-31,1.64
TMUS,2010-12-31,1.42
TMUS,2009-12-31,0.98
TMUS,2008-12-31,0.84
TMUS,2007-12-31,0.58
PM,2021-09-30,4.72
PM,2020-12-31,5.18
PM,2019-12-31,5.2
PM,2018-12-31,5.1
PM,2017-12-31,4.71
PM,2016-12-31,4.48
PM,2015-12-31,4.42
PM,2014-12-31,5.02
PM,2013-12-31,5.4
PM,2012-12-31,5.23
PM,2011-12-31,4.87
PM,2010-12-31,3.87
PM,2009-12-31,3.31
PM,2008-12-31,3.4
BLK,2021-09-30,28.75
BLK,2020-12-31,33.85
BLK,2019-12-31,28.51
BLK,2018-12-31,26.96
BLK,2017-12-31,22.65
BLK,2016-12-31,19.31
BLK,2015-12-31,19.6
BLK,2014-12-31,19.35
BLK,2013-12-31,16.6
BLK,2012-12-31,13.69
BLK,2011-12-31,11.85
BLK,2010-12-31,10.94
BLK,2009-12-31,7.05
BLK,2008-12-31,6.43
BLK,2007-12-31,8.2
BLK,2006-12-31,5.09
BLK,2005-12-31,4.04
BLK,2004-12-31,2.73
BLK,2003-12-31,2.36
BLK,2002-12-31,2.04
BLK,2001-12-31,1.65
BLK,2000-12-31,1.35
BLK,1999-12-31,0.27
AXP,2021-09-30,7.81
AXP,2020-12-31,3.76
AXP,2019-12-31,8.19
AXP,2018-12-31,7.32
AXP,2017-12-31,6.0234
AXP,2016-12-31,5.9147
AXP,2015-12-31,5.37
AXP,2014-12-31,5.33
AXP,2013-12-31,4.92
AXP,2012-12-31,4.4
AXP,2011-12-31,4.08
AXP,2010-12-31,3.41
AXP,2009-12-31,1.54
AXP,2008-12-31,2.35
AXP,2007-12-31,3.37
AXP,2006-12-31,3.02
AXP,2005-12-31,2.85
AXP,2004-12-31,2.74
AXP,2003-12-31,2.31
AXP,2002-12-31,2.01
AXP,2001-12-31,1.1004
AXP,2000-12-31,2.06
AXP,1999-12-31,1.81
AXP,1998-12-31,1.6
AXP,1997-12-31,1.39
AXP,1996-12-31,1.2
C,2021-09-30,8.61
C,2020-12-31,5.04
C,2019-12-31,7.57
C,2018-12-31,6.65
C,2017-12-31,5.0329
C,2016-12-31,4.72
C,2015-12-31,5.43
C,2014-12-31,3.75
C,2013-12-31,4.38
C,2012-12-31,3.86
C,2011-12-31,3.7
C,2010-12-31,3.5
C,2009-12-31,-2.9
C,2008-12-31,-46
C,2007-12-31,7
C,2006-12-31,42.5
C,2005-12-31,39.6
C,2004-12-31,40.4
C,2003-12-31,34.3
C,2002-12-31,26.3
C,2001-12-31,28.2
C,2000-12-31,27.76
C,1999-12-31,21.51
C,1998-12-31,12.7
C,1997-12-31,13.2
C,1996-12-31,12.1935
NOW,2021-09-30,4.49
NOW,2020-12-31,4.66
NOW,2019-12-31,3.33
NOW,2018-12-31,2.5
NOW,2017-12-31,1.19
NOW,2016-12-31,0.71
NOW,2015-12-31,0.39
NOW,2014-12-31,-0.09
NOW,2013-12-31,-0.08
NOW,2012-12-31,-0.4595
AMAT,2021-10-31,4.92
AMAT,2020-10-31,4.18
AMAT,2019-10-31,3.05
AMAT,2018-10-31,4.45
AMAT,2017-10-31,3.25
AMAT,2016-10-31,1.76
AMAT,2015-10-31,1.18
AMAT,2014-10-31,1.06
AMAT,2013-10-31,0.59
AMAT,2012-10-31,0.75
AMAT,2011-10-31,1.3
AMAT,2010-10-31,1
AMAT,2009-10-31,-0.06
AMAT,2008-10-31,0.79
AMAT,2007-10-31,1.27
AMAT,2006-10-31,1.05
AMAT,2005-10-31,0.66
AMAT,2004-10-31,0.87
AMAT,2003-10-31,0.1002
AMAT,2002-10-31,0.2
AMAT,2001-10-31,0.54
AMAT,2000-10-31,1.22
AMAT,1999-10-31,0.46
AMAT,1998-10-31,0.29
AMAT,1997-10-31,0.35
AMAT,1996-10-31,0.31
GS,2021-09-30,48.55
GS,2020-12-31,31.5971
GS,2019-12-31,21
GS,2018-12-31,24.04
GS,2017-12-31,19.8
GS,2016-12-31,16.36
GS,2015-12-31,15.5
GS,2014-12-31,17.07
GS,2013-12-31,15.47
GS,2012-12-31,14.15
GS,2011-12-31,4.41
GS,2010-12-31,13.14
GS,2009-12-31,23.19
GS,2007-12-31,21.3
GS,2006-12-31,21.3
GS,2005-12-31,13.39
GS,2004-12-31,9.35
GS,2003-12-31,7.07
GS,2002-12-31,4.33
GS,2001-12-31,3.84
GS,2000-12-31,6
GS,1999-12-31,5.86
TGT,2021-10-31,7.33
TGT,2021-01-31,9.43
TGT,2020-01-31,6.4
TGT,2019-01-31,5.41
TGT,2018-01-31,4.72
TGT,2017-01-31,5.01
TGT,2016-01-31,4.7
TGT,2015-01-31,3.52
TGT,2014-01-31,3.25
TGT,2013-01-31,4.38
TGT,2012-01-31,4.27
TGT,2011-01-31,3.88
TGT,2010-01-31,3.3
TGT,2009-01-31,2.86
TGT,2008-01-31,3.34
TGT,2007-01-31,3.21
TGT,2006-01-31,2.71
TGT,2005-01-31,2.15
TGT,2004-01-31,2.01
TGT,2003-01-31,1.81
TGT,2002-01-31,1.56
TGT,2001-01-31,1.39
TGT,2000-01-31,1.29
TGT,1999-01-31,1.04
TGT,1998-01-31,0.83
TGT,1997-01-31,0.32
SBUX,2021-09-30,3.24
SBUX,2020-09-30,1.16
SBUX,2019-09-30,2.83
SBUX,2018-09-30,2.35
SBUX,2017-09-30,2.07
SBUX,2016-09-30,1.9
SBUX,2015-09-30,1.58
SBUX,2014-09-30,1.33
SBUX,2013-09-30,1.12
SBUX,2012-09-30,0.9
SBUX,2011-09-30,0.77
SBUX,2010-09-30,0.64
SBUX,2009-09-30,0.4
SBUX,2008-09-30,0.36
SBUX,2007-09-30,0.45
SBUX,2006-09-30,0.37
SBUX,2005-09-30,0.31
SBUX,2004-09-30,0.24
SBUX,2003-09-30,0.16
SBUX,2002-09-30,0.15
SBUX,2001-09-30,0.12
SBUX,2000-09-30,0.09
SBUX,1999-09-30,0.07
SBUX,1998-09-30,0.06
SBUX,1997-09-30,0.04
SBUX,1996-09-30,0.03
BA,2021-09-30,-1.73
BA,2020-12-31,-23.13
BA,2019-12-31,-3.54
BA,2018-12-31,16.03
BA,2017-12-31,10.34
BA,2016-12-31,10.51
BA,2015-12-31,7.71
BA,2014-12-31,8.45
BA,2013-12-31,7.08
BA,2012-12-31,5.12
BA,2011-12-31,4.8
BA,2010-12-31,3.99
BA,2009-12-31,1.83
BA,2008-12-31,3.63
BA,2007-12-31,5.25
BA,2006-12-31,2.85
BA,2005-12-31,3.2
BA,2004-12-31,2.31
BA,2003-12-31,1
BA,2002-12-31,2.84
BA,2001-12-31,3.62
BA,2000-12-31,2.96
BA,1999-12-31,2.4
BA,1998-12-31,1.12
BA,1997-12-31,0.63
BA,1996-12-31,1.45
GE,2021-09-30,1.21
GE,2020-12-31,0.32
GE,2019-12-31,5.36
GE,2018-12-31,5.28
GE,2017-12-31,8.4
GE,2016-12-31,4.72
GE,2015-12-31,1.32
GE,2014-12-31,1.66
GE,2013-12-31,1.6
GE,2012-12-31,1.52
GE,2011-12-31,1.37
GE,2010-12-31,1.16
GE,2009-12-31,1.02
GE,2008-12-31,1.79
GE,2007-12-31,2.15
GE,2006-12-31,1.99
GE,2005-12-31,1.81
GE,2004-12-31,1.59
GE,2003-12-31,1.55
GE,2002-12-31,1.51
GE,2001-12-31,1.41
GE,2000-12-31,1.28
GE,1999-12-31,1.08
GE,1998-12-31,0.94
GE,1997-12-31,0.84
GE,1996-12-31,0.73






































